timestamp,face_count,smiles,eyes
2025-07-25 18:03:43.839085,1,0,1
2025-07-25 18:03:45.549360,1,0,1
2025-07-25 18:03:46.999010,1,0,0
2025-07-25 18:03:48.376839,1,0,0
2025-07-25 18:03:48.488967,0,0,0
2025-07-25 18:03:48.601139,0,0,0
2025-07-25 18:03:48.689219,0,0,0
2025-07-25 18:03:48.781229,0,0,0
2025-07-25 18:03:48.885037,0,0,0
2025-07-25 18:03:48.979839,0,0,0
2025-07-25 18:03:49.082760,0,0,0
2025-07-25 18:03:49.173749,0,0,0
2025-07-25 18:03:49.265595,0,0,0
2025-07-25 18:03:49.358915,0,0,0
2025-07-25 18:03:49.447762,0,0,0
2025-07-25 18:03:49.542216,0,0,0
2025-07-25 18:03:49.628167,0,0,0
2025-07-25 18:03:49.719211,0,0,0
2025-07-25 18:03:49.812225,0,0,0
2025-07-25 18:03:49.904592,0,0,0
2025-07-25 18:03:49.995949,0,0,0
2025-07-25 18:03:50.088744,0,0,0
2025-07-25 18:03:50.181483,0,0,0
2025-07-25 18:03:50.275149,0,0,0
2025-07-25 18:03:50.368753,0,0,0
2025-07-25 18:03:51.785173,1,0,0
2025-07-25 18:03:53.254261,1,0,1
2025-07-25 18:03:53.315170,0,0,0
2025-07-25 18:03:53.378599,0,0,0
2025-07-25 18:03:53.432239,0,0,0
2025-07-25 18:03:53.496158,0,0,0
2025-07-25 18:03:53.560768,0,0,0
2025-07-25 18:03:53.631714,0,0,0
2025-07-25 18:03:55.066243,1,0,1
2025-07-25 18:03:57.955562,2,0,1
2025-07-25 18:03:59.416396,1,0,1
2025-07-25 18:04:00.834016,1,0,1
2025-07-25 18:04:03.524509,2,0,1
2025-07-25 18:04:04.953279,1,0,1
2025-07-25 18:04:06.365737,1,0,1
2025-07-25 18:04:07.937202,1,0,1
2025-07-25 18:04:09.376153,1,0,1
2025-07-25 18:04:10.800310,1,0,1
2025-07-25 18:04:12.231762,1,0,1
2025-07-25 18:04:13.730314,1,0,1
2025-07-25 18:04:15.159204,1,0,1
2025-07-25 18:04:16.571088,1,0,1
2025-07-25 18:04:18.004405,1,0,1
2025-07-25 18:04:19.462185,1,0,1
2025-07-25 18:04:20.907197,1,0,1
2025-07-25 18:04:22.323346,1,0,1
2025-07-25 18:04:23.752599,1,0,1
2025-07-25 18:04:26.501418,2,0,1
2025-07-25 18:04:27.902979,1,0,1
2025-07-25 18:04:29.357274,1,0,1
2025-07-25 18:04:30.774708,1,0,1
2025-07-25 18:04:32.177956,1,0,0
2025-07-25 18:04:32.270299,0,0,0
2025-07-25 18:04:32.340915,0,0,0
2025-07-25 18:04:32.405614,0,0,0
2025-07-25 18:04:32.471516,0,0,0
2025-07-25 18:04:32.532651,0,0,0
2025-07-25 18:04:32.594713,0,0,0
2025-07-25 18:04:32.661807,0,0,0
2025-07-25 18:04:32.726640,0,0,0
2025-07-25 18:04:32.794882,0,0,0
2025-07-25 18:04:32.872868,0,0,0
2025-07-25 18:04:32.945643,0,0,0
2025-07-25 18:04:33.003733,0,0,0
2025-07-25 18:04:33.067123,0,0,0
2025-07-25 18:04:33.136920,0,0,0
2025-07-25 18:04:33.197595,0,0,0
2025-07-25 18:04:33.260081,0,0,0
2025-07-25 18:04:33.323126,0,0,0
2025-07-25 18:04:34.700331,1,0,1
2025-07-25 18:04:36.109409,1,0,0
2025-07-25 18:04:37.528577,1,1,1
2025-07-25 18:04:38.973665,1,1,1
2025-07-25 18:04:41.727379,2,1,1
2025-07-25 18:04:43.251743,1,1,1
2025-07-25 18:04:45.956754,2,1,1
2025-07-25 18:04:47.366333,1,1,1
2025-07-25 18:04:48.767616,1,1,1
2025-07-25 18:04:51.543014,2,1,1
2025-07-25 18:04:51.612230,0,0,0
2025-07-25 18:04:51.661710,0,0,0
2025-07-25 18:04:51.716699,0,0,0
2025-07-25 18:04:51.759949,0,0,0
2025-07-25 18:04:51.800662,0,0,0
2025-07-25 18:04:51.841031,0,0,0
2025-07-25 18:04:51.890034,0,0,0
2025-07-25 18:04:51.947666,0,0,0
2025-07-25 18:04:51.993510,0,0,0
2025-07-25 18:04:52.040102,0,0,0
2025-07-25 18:04:52.082028,0,0,0
2025-07-25 18:04:52.125964,0,0,0
2025-07-25 18:04:52.171526,0,0,0
2025-07-25 18:04:52.218245,0,0,0
2025-07-25 18:04:52.261486,0,0,0
2025-07-25 18:04:52.304613,0,0,0
2025-07-25 18:04:52.348621,0,0,0
2025-07-25 18:04:52.390897,0,0,0
2025-07-25 18:04:52.441918,0,0,0
2025-07-25 18:04:52.486634,0,0,0
2025-07-25 18:04:52.539108,0,0,0
2025-07-25 18:04:52.586995,0,0,0
2025-07-25 18:04:52.630621,0,0,0
2025-07-25 18:04:52.675793,0,0,0
2025-07-25 18:04:52.720328,0,0,0
2025-07-25 18:04:52.767041,0,0,0
2025-07-25 18:04:52.811394,0,0,0
2025-07-25 18:04:52.854045,0,0,0
2025-07-25 18:04:52.898723,0,0,0
2025-07-25 18:04:52.943814,0,0,0
2025-07-25 18:04:52.991263,0,0,0
2025-07-25 18:04:53.038289,0,0,0
2025-07-25 18:04:53.091440,0,0,0
2025-07-25 18:04:53.134750,0,0,0
2025-07-25 18:04:53.177336,0,0,0
2025-07-25 18:04:53.220215,0,0,0
2025-07-25 18:04:53.264165,0,0,0
2025-07-25 18:04:53.308736,0,0,0
2025-07-25 18:04:53.351906,0,0,0
2025-07-25 18:04:53.394411,0,0,0
2025-07-25 18:04:53.437803,0,0,0
2025-07-25 18:04:53.482455,0,0,0
2025-07-25 18:04:53.530805,0,0,0
2025-07-25 18:04:53.575396,0,0,0
2025-07-25 18:04:53.624561,0,0,0
2025-07-25 18:04:53.667333,0,0,0
2025-07-25 18:04:53.707203,0,0,0
2025-07-25 18:04:53.749641,0,0,0
2025-07-25 18:04:53.794950,0,0,0
2025-07-25 18:04:53.838882,0,0,0
2025-07-25 18:04:53.879920,0,0,0
2025-07-25 18:04:53.925103,0,0,0
2025-07-25 18:04:53.966923,0,0,0
2025-07-25 18:04:54.011801,0,0,0
2025-07-25 18:04:54.058550,0,0,0
2025-07-25 18:04:54.101645,0,0,0
2025-07-25 18:04:54.145229,0,0,0
2025-07-25 18:04:54.186796,0,0,0
2025-07-25 18:04:54.228721,0,0,0
2025-07-25 18:04:54.273374,0,0,0
2025-07-25 18:04:54.314469,0,0,0
2025-07-25 18:04:54.357803,0,0,0
2025-07-25 18:04:54.405992,0,0,0
2025-07-25 18:04:54.447176,0,0,0
2025-07-25 18:04:54.484406,0,0,0
2025-07-25 18:04:54.521881,0,0,0
2025-07-25 18:04:54.558374,0,0,0
2025-07-25 18:04:54.597988,0,0,0
2025-07-25 18:04:54.644200,0,0,0
2025-07-25 18:04:54.686033,0,0,0
2025-07-25 18:04:54.725075,0,0,0
2025-07-25 18:04:54.763662,0,0,0
2025-07-25 18:04:54.806270,0,0,0
2025-07-25 18:04:54.842949,0,0,0
2025-07-25 18:04:54.881253,0,0,0
2025-07-25 18:04:54.920907,0,0,0
2025-07-25 18:04:54.959187,0,0,0
2025-07-25 18:04:55.006813,0,0,0
2025-07-25 18:04:55.046902,0,0,0
2025-07-25 18:04:55.095976,0,0,0
2025-07-25 18:04:55.141649,0,0,0
2025-07-25 18:04:55.188197,0,0,0
2025-07-25 18:04:55.229027,0,0,0
2025-07-25 18:04:55.273814,0,0,0
2025-07-25 18:04:55.311330,0,0,0
2025-07-25 18:04:55.359512,0,0,0
2025-07-25 18:04:55.422992,0,0,0
2025-07-25 18:04:55.462093,0,0,0
2025-07-25 18:04:55.503690,0,0,0
2025-07-25 18:04:55.542911,0,0,0
2025-07-25 18:04:55.592790,0,0,0
2025-07-25 18:04:55.634164,0,0,0
2025-07-25 18:04:55.703899,0,0,0
2025-07-25 18:04:57.076851,1,0,1
2025-07-25 18:04:58.655001,1,1,1
2025-07-25 18:05:01.565352,2,0,1
2025-07-25 18:05:01.659121,0,0,0
2025-07-25 18:05:01.751049,0,0,0
2025-07-25 18:05:01.833602,0,0,0
2025-07-25 18:05:01.914739,0,0,0
2025-07-25 18:05:02.006005,0,0,0
2025-07-25 18:05:02.094644,0,0,0
2025-07-25 18:05:02.186194,0,0,0
2025-07-25 18:05:02.271850,0,0,0
2025-07-25 18:05:02.363240,0,0,0
2025-07-25 18:05:02.447656,0,0,0
2025-07-25 18:05:02.543179,0,0,0
2025-07-25 18:05:02.636129,0,0,0
2025-07-25 18:05:02.723756,0,0,0
2025-07-25 18:05:02.808392,0,0,0
2025-07-25 18:05:02.890637,0,0,0
2025-07-25 18:05:04.267325,1,0,0
2025-07-25 18:05:04.353888,0,0,0
2025-07-25 18:05:04.436967,0,0,0
2025-07-25 18:05:04.524944,0,0,0
2025-07-25 18:05:04.604697,0,0,0
2025-07-25 18:05:04.686669,0,0,0
2025-07-25 18:05:04.770201,0,0,0
2025-07-25 18:05:04.858573,0,0,0
2025-07-25 18:05:04.947824,0,0,0
2025-07-25 18:05:05.034852,0,0,0
2025-07-25 18:05:05.122852,0,0,0
2025-07-25 18:05:05.210165,0,0,0
2025-07-25 18:05:05.301942,0,0,0
2025-07-25 18:05:05.391195,0,0,0
2025-07-25 18:05:05.476871,0,0,0
2025-07-25 18:05:05.558665,0,0,0
2025-07-25 18:05:06.958899,1,0,0
2025-07-25 18:05:08.408129,1,0,0
2025-07-25 18:05:09.843498,1,0,1
2025-07-25 18:05:11.324148,1,1,1
2025-07-25 18:05:12.774949,1,1,1
2025-07-25 18:05:14.207552,1,1,1
2025-07-25 18:05:15.640564,1,1,1
2025-07-25 18:05:17.078367,1,1,1
2025-07-25 18:05:17.163861,0,0,0
2025-07-25 18:05:17.249447,0,0,0
2025-07-25 18:05:17.331478,0,0,0
2025-07-25 18:05:18.761995,1,0,0
2025-07-25 18:05:20.209518,1,1,1
2025-07-25 18:05:21.682129,1,1,1
2025-07-25 18:05:23.400433,1,0,1
2025-07-25 18:05:25.014466,1,0,1
2025-07-25 18:05:26.465002,1,0,1
